name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Leucobacter sp. DSM 101948	1935379	species	3211982	2	0	0.0
Anaerohalosphaera lusitana	1936003	species	4250973	1	0	0.0
Microbacterium sp. TPU 3598	1938334	species	3822982	1	0	0.0
Brevundimonas sp. LM2	1938605	species	3564519	1	0	0.0
Streptococcus sp. DAT741	1940319	species	2105284	1	0	0.0
Pigmentiphaga aceris	1940612	species	6165255	1	0	0.0
Phoenicibacter congonensis	1944646	species	2895912	1	0	0.0
Calothrix sp. NIES-2098	1954171	species	8878628	3	1	0.0
Actinomyces gaoshouyii	1960083	species	2359360	53	9	0.0
Streptomyces sp. MOE7	1961713	species	8399509	1	0	0.0
Calditrichales	1962852	order	4978541	1	0	0.0
Calditrichaceae	1962854	family	4978541	1	0	0.0
Streptomyces sp. 3211	1964449	species	8991292	1	0	0.0
Campylobacter pinnipediorum	1965231	species	4312881	1	0	0.0
Sulfitobacter sp. D7	1968541	species	3963108	1	1	0.0
Candidatus Nitrosocaldaceae	1968910	family	0	1	0	0.0
Sulfurivermis fontis	1972068	species	3246214	1	1	0.0
Streptomyces sp. Sge12	1972846	species	8110698	4	1	0.0
Streptomyces ficellus	1977088	species	7078240	2	1	0.0
Chromatiaceae bacterium 2141T.STBD.0c.01a	1978339	species	4790451	1	0	0.0
Pseudomonas sp. AK6U	1978467	species	6909530	2	0	0.0
Cryobacterium sp. LW097	1978566	species	3959889	2	1	0.0
Cellulosimicrobium sp. TH-20	1980001	species	4265546	2	1	0.0
Paenibacillus sp. Cedars	1980674	species	6720481	1	0	0.0
Streptomyces sp. CLI2509	1984801	species	7232701	3	1	0.0
Desulfobulbus oralis	1986146	species	2774417	743	707	0.0
Brevefilum fermentans	1986204	species	2574431	4	1	0.0
Parolsenella catena	2003188	species	1796691	8	3	0.0
Cellulomonas sp. PSBB021	2003551	species	3794193	7	2	0.0
Luteitalea	2004797	genus	0	1	0	0.0
Stenotrophomonas sp. WZN-1	2005046	species	4512703	1	0	0.0
Calothrix sp. NIES-3974	2005462	species	5985875	2	2	0.0
Tannerellaceae	2005525	family	5043275	1	0	0.0
Thauera sp. K11	2005884	species	5291530	3	1	0.0
Streptomyces sp. S063	2005885	species	7614683	5	1	0.0
Sagittula sp. P11	2009329	species	5576178	2	1	0.0
Aerosticca soli	2010829	species	2874969	1	1	0.0
Caulobacter rhizosphaerae	2010972	species	5963910	2	2	0.0
Herbaspirillum robiniae	2014887	species	5445269	1	1	0.0
Brachybacterium sp. VR2415	2017485	species	3568502	1	0	0.0
Kitasatospora sp. MMS16-BH015	2018025	species	8963858	3	2	0.0
Roseomonas sp. FDAARGOS_362	2018065	species	5174209	3	1	0.0
Rhizobium sp. Kim5	2020311	species	6817255	1	0	0.0
Rhizobium sp. TAL182	2020313	species	6402377	1	0	0.0
Arthrobacter sp. YN	2020486	species	5063552	1	0	0.0
Streptococcus respiraculi	2021971	species	2067971	3	1	0.0
Plantactinospora sp. KBS50	2024580	species	6689726	2	2	0.0
Rhodothermaceae bacterium	2026787	species	4807988	1	1	0.0
Candidatus Bipolaricaulis anaerobius	2026885	species	1324338	2	1	0.0
Mucilaginibacter rubeus	2027860	species	15352501	1	0	0.0
Pusillimonas sp. ye3	2028345	species	3548703	1	1	0.0
Rhodobacteraceae bacterium QY30	2033435	species	3551172	1	1	0.0
Serratia sp. MYb239	2033438	species	4986519	1	0	0.0
Actinoplanes sp. SE50	2033844	species	9239482	3	0	0.0
Rhodobacter sp. CZR27	2033869	species	4437113	1	1	0.0
Pseudodesulfovibrio	2035811	genus	3629109	1	0	0.0
Chelatococcaceae	2036754	family	0	1	0	0.0
Gemella sp. ND 6198	2040624	species	1797925	10	0	0.0
Eubacterium maltosivorans	2041044	species	4337501	1	0	0.0
Emcibacter congregatus	2043170	species	4189011	1	1	0.0
Nocardioides sp. 78	2045452	species	3840802	1	0	0.0
Solibacillus sp. R5-41	2048654	species	4283411	1	1	0.0
Microbacterium sp. Y-01	2048898	species	3820457	3	1	0.0
Streptomyces dengpaensis	2049881	species	8710171	5	2	0.0
Dietzia sp. JS16-p6b	2052657	species	3720309	1	0	0.0
Oceanobacillus sp. 160	2052660	species	4103611	2	1	0.0
Planctomycetales bacterium	2053591	species	6922258	2	2	0.0
Candidatus Coxiella mudrowiae	2054173	species	1733840	1	1	0.0
Rhodococcus sp. AQ5-07	2054902	species	6753902	1	0	0.0
Kyrpidia spormannii	2055160	species	3352175	2	0	0.0
Acidipropionibacterium virtanenii	2057246	species	3432872	4	0	0.0
Actinomyces sp. 299	2057743	species	3107761	28	5	0.0
Actinomyces sp. 432	2057798	species	3141809	43	5	0.0
Actinomyces qiguomingii	2057800	species	3988549	57	9	0.0
Lacinutrix sp. Bg11-31	2057808	species	3666763	1	0	0.0
Polaribacter sp. ALD11	2058137	species	3567309	1	0	0.0
Gordonia sp. YC-JH1	2059875	species	4193324	1	1	0.0
Streptomyces sp. CMB-StM0423	2059884	species	8029398	3	2	0.0
Aminipila	2060094	genus	0	1	0	0.0
Altererythrobacter sp. B11	2060312	species	3842046	1	0	0.0
Azoarcus sp. SY39	2067960	species	3225512	1	1	0.0
Tamlana sp. UJ94	2069432	species	4116543	1	0	0.0
Agrococcus sp. SGAir0287	2070347	species	3084767	1	0	0.0
Microbacterium sp. SGAir0570	2070348	species	3439411	2	0	0.0
Plantactinospora sp. BB1	2071627	species	8386853	1	0	0.0
Lysinibacillus sp. YS11	2072025	species	4584915	1	1	0.0
Massilia armeniaca	2072590	species	6337491	2	1	0.0
Arthrobacter sp. PGP41	2079227	species	4270237	3	0	0.0
Corynebacterium geronticis	2079234	species	2263210	1	0	0.0
Corynebacterium sp. 2184	2079535	species	2357924	1	0	0.0
Actinomyces sp. Z16	2079536	species	3761642	66	13	0.0
Aeromicrobium sp. 592	2079793	species	3717741	3	1	0.0
Deinococcus sp. NW-56	2080419	species	3567228	1	1	0.0
Zoogloeaceae bacteirum Par-f-2	2080469	species	3127098	1	0	0.0
Corynebacterium sp. 2183	2080740	species	2511302	2	2	0.0
Agromyces sp. MF30-A	2080742	species	3052052	1	0	0.0
Corynebacterium pseudopelargi	2080757	species	2348160	3	0	0.0
Actinomyces sp. oral taxon 897	2081702	species	3249416	174	95	0.0
Peptostreptococcaceae bacterium oral taxon 929	2081703	species	1646831	1	0	0.0
Methylibium sp. Pch-M	2082386	species	3941137	1	0	0.0
Mesorhizobium sp. Pch-S	2082387	species	6619214	1	1	0.0
Microvirga sp. 17 mud 1-3	2082949	species	4403107	1	1	0.0
Streptomyces sp. CB09001	2083284	species	7787608	1	1	0.0
Massilistercora timonensis	2086584	species	2769591	3	1	0.0
Christensenella sp. Marseille-P3954	2086585	species	2422126	2	0	0.0
Lachnospiraceae bacterium KM106-2	2093742	species	4521945	1	0	0.0
Butyricimonas faecalis	2093856	species	4976422	2	2	0.0
Dysosmobacter welbionis	2093857	species	3576111	1	0	0.0
Streptomyces sp. WAC00288	2094021	species	7852859	3	1	0.0
Mycobacterium basiliense	2094119	species	5607630	1	1	0.0
Lactobacillus sp. CBA3605	2099788	species	2552584	1	1	0.0
Caedimonadaceae	2100208	family	1838212	1	0	0.0
Microbacterium sp. str. 'China'	2103230	species	3478219	2	0	0.0
Aeromicrobium sp. A1-2	2107713	species	3446585	1	0	0.0
Plantactinospora sp. BC1	2108470	species	8333965	1	0	0.0
Streptomyces sp. SGAir0924	2109593	species	8079654	1	0	0.0
Olsenella sp. GAM18	2109685	species	2100540	3	2	0.0
Oscillibacter sp. PEA192	2109687	species	3320462	1	0	0.0
Clostridiales bacterium CCNA10	2109688	species	3558314	1	0	0.0
Lachnospiraceae bacterium Choco86	2109690	species	2785030	1	1	0.0
Lachnospiraceae bacterium GAM79	2109691	species	4078671	1	0	0.0
Melaminivora sp. SC2-9	2109913	species	3754020	1	1	0.0
Ottowia oryzae	2109914	species	3901011	1	0	0.0
Pulveribacter suum	2116657	species	3358427	1	1	0.0
Streptacidiphilus sp. DSM 106435	2126346	species	7090212	4	4	0.0
Streptomyces sp. P3	2135430	species	9851971	2	1	0.0
Streptomyces sp. YIM 121038	2136401	species	11098444	1	1	0.0
Megasphaera stantonii	2144175	species	2652760	1	1	0.0
Saccharospirillum mangrovi	2161747	species	3686911	1	1	0.0
Tessaracoccus timonensis	2161816	species	2759000	3	0	0.0
Lysinibacillus sp. 2017	2169540	species	3737915	1	1	0.0
Miniimonas sp. S16	2171623	species	3772642	6	1	0.0
Rhodobacteraceae bacterium BAR1	2171755	species	3558757	1	1	0.0
Petrocella atlantisensis	2173034	species	3518882	1	1	0.0
Dokdonia sp. Dokd-P16	2173169	species	3623447	1	0	0.0
Streptococcus sp. Z15	2173853	species	2443046	2	1	0.0
Streptomyces tirandamycinicus	2174846	species	7289495	2	1	0.0
Streptomyces sp. NHF165	2175864	species	8457300	7	6	0.0
Streptomyces sp. ZFG47	2184053	species	10239272	1	0	0.0
Pedobacter sp. eg	2201271	species	6198518	1	1	0.0
Phenylobacterium sp. HYN0004	2201350	species	2828535	1	0	0.0
Pseudomonas sp. 31-12	2201356	species	6730253	1	1	0.0
Micromonospora sp. B006	2201999	species	7040153	1	0	0.0
Streptomyces sp. NEAU-S7GS2	2202000	species	9687439	4	0	0.0
Chromobacterium sp. IIBBL 112-1	2202141	species	4807151	1	0	0.0
Chromobacterium sp. IIBBL 274-1	2202142	species	4801308	1	0	0.0
Azospirillum sp. CFH 70021	2202148	species	6776313	3	2	0.0
Deinococcus irradiatisoli	2202254	species	3052043	2	1	0.0
Methylobacterium durans	2202825	species	6788375	3	1	0.0
Methylobacterium sp. 17Sr1-1	2202826	species	6542583	1	1	0.0
Methylobacterium terrae	2202827	species	6162702	2	1	0.0
Streptomyces sp. WAC 01438	2203204	species	8201167	3	2	0.0
Streptomyces sp. WAC 01529	2203205	species	8270461	2	1	0.0
Streptomyces sp. WAC 06738	2203210	species	8324535	2	0	0.0
Roseovarius sp. AK1035	2203213	leaf	4203542	1	0	0.0
Acidisarcina polymorpha	2211140	species	7600726	2	1	0.0
Arthrobacter dokdonellae	2211210	species	4530754	1	0	0.0
Pseudomonas sp. R2A2	2213057	species	4559447	1	0	0.0
Nocardia mangyaensis	2213200	species	7310115	1	1	0.0
Planococcus sp. Y42	2213202	species	4149733	1	0	0.0
Pseudomonas sp. SGAir0191	2217867	species	5071227	1	0	0.0
Cryobacterium sp. GCJ02	2220095	species	4385465	3	0	0.0
Indioceanicola profundi	2220096	species	5374982	1	0	0.0
Blastochloris tepida	2233851	species	3949390	1	1	0.0
Thermodesulfobacterium sp. TA1	2234087	species	1829881	1	0	0.0
Francisella marina	2249302	species	4107585	1	1	0.0
Runella sp. HYN0085	2259595	species	7162093	1	1	0.0
Candidatus Pelagibacter sp. FZCC0015	2268451	species	1364101	1	0	0.0
Microbacterium sp. ABRD_28	2268461	species	3266665	1	0	0.0
Stenotrophomonas sp. ASS1	2282124	species	4564481	2	1	0.0
Leclercia sp. W6	2282310	species	4945486	1	0	0.0
Methylorubrum	2282523	genus	7626128	1	0	0.0
Streptomyces sp. GSSD-12	2282738	species	8454852	2	1	0.0
Psychrobacillus glaciei	2283160	species	4351338	1	0	0.0
Ornithinimicrobium sp. AMA3305	2283195	species	3918911	5	0	0.0
Lysobacter sp. TY2-98	2290922	species	3156619	1	0	0.0
Bradymonadales bacterium YN101	2292766	species	8047206	1	0	0.0
Candidatus Syntrophocurvum alkaliphilum	2293317	species	2360781	1	0	0.0
Thermaerobacter sp. PB12/4term	2293838	species	2820915	4	3	0.0
Solimonas sp. K1W22B-7	2303331	species	5373342	1	1	0.0
Cellvibrio sp. KY-GH-1	2303332	species	5762391	1	0	0.0
Marinobacter sp. Arc7-DN-1	2304594	species	4300456	2	0	0.0
Streptomyces sp. W1SF4	2305220	species	8068143	2	1	0.0
Streptomyces sp. KPB2	2305221	species	8082236	3	0	0.0
Streptomyces sp. CC0208	2306165	species	9320089	2	1	0.0
Chryseolinea soli	2321403	species	8241389	2	2	0.0
Yersinia hibernica	2339259	species	4803435	1	0	0.0
Alistipes megaguti	2364787	species	3270862	1	1	0.0
Streptococcus koreensis	2382163	species	2009598	1	0	0.0
Gryllotalpicola sp. 2DFW10M-5	2419771	species	3677803	2	1	0.0
Lactobacillus sp. BHWM-4	2419772	species	1289211	1	0	0.0
Protaetiibacter intestinalis	2419774	species	3097107	3	1	0.0
Serratia sp. 1D1416	2447890	species	5552047	1	0	0.0
Serratia sp. 3ACOL1	2448483	species	5876609	1	0	0.0
Flavobacterium sp. 140616W15	2478552	species	4935222	1	0	0.0
Vibrio sp. HBUAS61001	2479546	species	4009379	1	0	0.0
Plantibacter sp. PA-3-X8	2480625	species	4082089	3	1	0.0
Serratia sp. P2ACOL2	2482769	species	5590417	1	0	0.0
Clostridium sp. JN-1	2483110	species	2795954	1	1	0.0
Microbacterium sp. 10M-3C3	2483401	species	3387846	3	1	0.0
Nocardioides sp. 603	2483798	species	4041717	1	0	0.0
Georgenia sp. ZLJ0423	2483799	species	3432109	8	0	0.0
Atopobiaceae bacterium	2485926	species	2176737	7	0	0.0
Rickettsiales endosymbiont of Stachyamoeba lipophora	2486578	species	1738386	1	1	0.0
Intestinibaculum porci	2487118	species	3212924	2	1	0.0
Paenibacillus sp. M-152	2487928	species	5823661	1	0	0.0
Pigmentiphaga sp. H8	2488560	species	5993223	1	1	0.0
Verrucomicrobia bacterium S94	2488809	species	4107983	1	0	0.0
Corynebacterium endometrii	2488819	species	2477061	1	0	0.0
Microbacterium sp. RG1	2489212	species	3247993	3	1	0.0
Deinococcus sp. S14-83	2489213	species	4397705	2	0	0.0
Streptococcus periodonticum	2490633	species	1903815	4	1	0.0
Staphylospora marina	2490858	species	2751094	2	1	0.0
Anabaena sp. YBS01	2490939	species	7013200	1	0	0.0
Bradyrhizobium sp. LCT2	2493093	species	9652610	1	0	0.0
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	2493672	species	7348390	2	1	0.0
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	2493673	species	7779814	3	1	0.0
Sutterella megalosphaeroides	2494234	species	2725161	1	1	0.0
Tabrizicola piscis	2494374	species	4387422	2	2	0.0
Enterobacter chengduensis	2494701	species	5218125	1	0	0.0
Paenibacillus albus	2495582	species	6632345	1	1	0.0
Actinobaculum sp. 313	2495645	species	2768961	3	0	0.0
Jeotgalibaca sp. H21T32	2496265	species	2950593	1	0	0.0
Streptomyces sp. MK-45	2496836	species	10677137	1	1	0.0
Brevibacillus sp. SCSIO 07484	2496837	species	4079826	1	1	0.0
Flaviflexus sp. H23T48	2496867	species	2830639	3	1	0.0
Halomonas sp. BC-M4-5	2497861	species	5015118	1	1	0.0
Streptomonospora sp. M2	2498135	species	5814190	5	2	0.0
Pseudomonas sp. MPC6	2498848	species	7221214	1	0	0.0
Rhodococcus sp. X156	2499145	species	3723718	1	1	0.0
Bacillus sp. BD59S	2499213	species	5645291	1	0	0.0
Salicibibacter halophilus	2502791	species	3754174	1	0	0.0
Halorussus sp. RC-68	2505977	species	3490924	1	0	0.0
Clostridium sp. JN-9	2507159	species	3223191	1	0	0.0
Aminipila sp. JN-18	2507160	species	2750839	4	3	0.0
Sporanaerobacter sp. JN28	2507161	species	3743723	1	0	0.0
Caproiciproducens sp. NJN-50	2507162	species	3308050	2	1	0.0
Rhodococcus sp. ABRD24	2507582	species	5098030	2	0	0.0
Leisingera sp. NJS201	2508306	species	5137756	1	0	0.0
Leisingera sp. NJS204	2508307	species	5036933	2	0	0.0
Ornithinimicrobium sp. HY006	2508882	species	4169359	5	0	0.0
Agromyces protaetiae	2509455	species	3683091	1	0	0.0
Xylanimicrobium sp. FW10M-9	2509457	species	3859980	5	2	0.0
Microbacterium protaetiae	2509458	species	3790483	2	1	0.0
Xylanimonas allomyrinae	2509459	species	3848642	3	0	0.0
Rhodoferax sp. CHu59-6-5	2509614	species	4387497	1	1	0.0
Pseudolysobacter antarcticus	2511995	species	4728975	2	1	0.0
Flavobacterium sangjuense	2518177	species	3130338	1	1	0.0
Nocardioides sp. MMS17-SY117	2518370	species	4017744	2	1	0.0
Nocardioides sp. MMS17-SY207-3	2518371	species	3974362	1	0	0.0
Spirosoma sp. KCTC 42546	2520506	species	8664091	1	1	0.0
Planctomycetes bacterium CA11	2527988	species	7626893	1	0	0.0
Planctomycetes bacterium Pla163	2528008	species	4954743	1	1	0.0
Planctomycetes bacterium Pla133	2528011	species	6945020	1	0	0.0
Planctomycetes bacterium Pla86	2528012	species	6947277	1	0	0.0
Planctomycetes bacterium ETA_A1	2528023	species	7795793	2	2	0.0
Planctomycetes bacterium Mal4	2528026	species	7744989	2	2	0.0
Eikenella exigua	2528037	species	1993063	10	3	0.0
Schaalia	2529408	genus	2230588	5	0	0.0
Microbacterium wangchenii	2541726	species	3828279	1	1	0.0
Capnocytophaga sp. FDAARGOS_737	2545799	species	2652717	7	1	0.0
Thermaerobacter sp. FW80	2546351	species	3039102	1	1	0.0
Porphyrobacter sp. YT40	2547601	species	3943368	1	1	0.0
Erwinia sp. QL-Z3	2547962	species	5076534	1	0	0.0
Streptomyces aquilus	2548456	species	10393987	2	1	0.0
Fluviibacterium aquatile	2552766	species	3893634	1	1	0.0
Boseongicola sp. CCM32	2552942	species	3862905	1	1	0.0
Thalassotalea sp. HSM 43	2552945	species	4014670	1	1	0.0
Swingsia sp. F3b2	2558361	species	1961668	1	0	0.0
Nocardioides sp. SB3-45	2558918	species	3998545	1	1	0.0
Actinomyces sp. dk561	2560010	species	3600355	59	9	0.0
Terasakiella sp. SH-1	2560057	species	3832570	1	1	0.0
Brevundimonas sp. Bb-A	2560058	species	3281994	1	0	0.0
Brevundimonas sp. MF30-B	2561924	species	2801126	2	0	0.0
Pseudolabrys sp. FHR47	2562284	species	4517519	2	1	0.0
Brevundimonas sp. 'scallop'	2562582	species	3047905	1	0	0.0
Streptomyces sp. SS52	2563602	species	8184045	1	0	0.0
Leptospira tipperaryensis	2564040	species	4591888	1	1	0.0
Arthrobacter sp. PAMC25564	2565366	species	4170970	2	1	0.0
Stenotrophomonas sp. PAMC25021	2565559	species	4727871	1	0	0.0
Luteimonas yindakuii	2565782	species	3040302	1	1	0.0
Cellulomonas shaoxiangyii	2566013	species	3909366	6	3	0.0
Citricoccus sp. SGAir0253	2567881	species	3561338	3	0	0.0
Citricoccus sp. SGAir0453	2567883	species	3561337	3	0	0.0
Bacillus sp. DSL-17	2567941	species	5602542	1	0	0.0
Psychroserpens sp. NJDZ02	2570561	species	4319537	1	1	0.0
Brachybacterium sp. SGAir0954	2571029	species	3410111	3	1	0.0
Burkholderia sp. DHOD12	2571746	species	8576517	2	1	0.0
Paraburkholderia sp. DHF22	2571748	species	7945061	1	0	0.0
Beijerinckiaceae bacterium RH AL1	2572036	species	4353888	2	2	0.0
TM7 phylum sp. oral taxon 955	2572087	species	842202	31	7	0.0
TM7 phylum sp. oral taxon 957	2572088	species	782344	37	16	0.0
TM7 phylum sp. oral taxon 952	2572089	species	705178	40	0	0.0
Salinimonas sp. KX18D6	2572577	species	4159483	1	0	0.0
Myroides sp. CJ210	2572594	species	3766904	1	1	0.0
Haloprofundus sp. MHR1	2572921	species	3051700	1	0	0.0
Shewanella sp. MEBiC00475	2575361	species	4728522	1	0	0.0
Nocardioides sp. dk3136	2575373	species	3536142	2	0	0.0
Arthrobacter sp. 24S4-2	2575374	species	5563753	1	0	0.0
Pantoea sp. SO10	2575375	species	5104503	1	1	0.0
Elizabethkingia sp. 2-6	2575699	species	4394713	1	0	0.0
Brevibacterium sp. CS2	2575923	species	3239740	4	0	0.0
Caloramator sp. E03	2576307	species	2984770	1	0	0.0
Streptococcus sp. 1643	2576376	species	1898954	5	2	0.0
Arthrobacter sp. KBS0702	2578107	species	3649547	4	1	0.0
Bradyrhizobium sp. KBS0725	2578113	species	7308410	1	0	0.0
Bradyrhizobium sp. KBS0727	2578114	species	7308448	1	0	0.0
Paraoceanicella profunda	2579971	species	5468583	2	0	0.0
Brevundimonas sp. SGAir0440	2579977	species	3153531	1	0	0.0
Streptomyces sp. SUK 48	2582831	species	8341671	3	1	0.0
Nocardioides sp. S-1144	2582905	species	4427648	1	1	0.0
Micromonospora sp. HM134	2583243	species	7565212	4	3	0.0
Saccharibacillus brassicae	2583377	species	5619468	1	0	0.0
Streptococcus sp. NCTC 10228	2583585	species	2121218	11	3	0.0
Plantibacter sp. M259	2583822	species	4311036	1	1	0.0
Halostella pelagica	2583824	species	3942449	1	0	0.0
Elizabethkingia sp. JS20170427COW	2583851	species	2691279	1	1	0.0
Flavobacteriaceae bacterium 10Alg115	2584122	species	5168958	1	0	0.0
Mesorhizobium sp. 8	2584466	species	4810323	1	1	0.0
Alistipes onderdonkii subsp. vulgaris	2585117	subspecies	10132847	3	0	0.0
Alistipes dispar	2585119	species	2962376	1	1	0.0
Georgenia sp. Z294	2585135	species	3454625	14	3	0.0
Agromyces sp. HY052	2585717	species	3437203	1	0	0.0
Thermococcus sp. IOH1	2586643	species	2234010	1	0	0.0
Oceanicola sp. D3	2587163	species	4053612	3	3	0.0
Pseudomonas sp. SWI7	2587597	species	4931431	1	0	0.0
Halomonas sp. THAF5a	2587844	species	3806748	1	1	0.0
Pseudomonas sp. THAF7b	2587845	species	4522538	2	0	0.0
Roseovarius sp. THAF8	2587846	species	4452662	2	0	0.0
Roseovarius sp. THAF9	2587847	species	4560251	2	0	0.0
Halomonas sp. THAF12	2587849	species	4039579	1	1	0.0
Roseovarius sp. THAF27	2587850	species	4461527	2	0	0.0
Roseivivax sp. THAF30	2587852	species	3971051	1	1	0.0
Sulfitobacter sp. THAF37	2587855	species	4264270	1	1	0.0
Roseivivax sp. THAF40	2587858	species	4297624	1	0	0.0
Pseudomonas sp. THAF42	2587859	species	5298227	2	0	0.0
Vibrio sp. THAF64	2587860	species	5880604	1	0	0.0
Pseudomonas sp. THAF187a	2587863	species	5298761	2	0	0.0
Mycobacterium sp. THAF192	2587868	species	6016588	2	0	0.0
Roseivivax sp. THAF197b	2588299	species	4239681	1	0	0.0
Shewanella polaris	2588449	species	4648537	1	0	0.0
Luteibacter pinisoli	2589080	species	4610696	3	1	0.0
Georgenia sp. Z443	2589797	species	4171640	8	1	0.0
Pseudarthrobacter sp. NIBRBAC000502771	2590774	species	4473115	1	0	0.0
Pseudarthrobacter sp. NIBRBAC000502772	2590775	species	4803563	1	0	0.0
Pseudarthrobacter sp. NIBRBAC000502770	2590785	species	4478122	3	1	0.0
Cellulomonas sp. Y8	2591145	species	4475991	4	0	0.0
Lysinimonas sp. KACC 19322	2592654	species	2557894	1	0	0.0
Acetobacter sp. KACC 21233	2592655	species	3082251	1	1	0.0
Alcaligenaceae bacterium SJ-26	2593958	species	3497628	2	1	0.0
Serinicoccus sp. W204	2593973	species	3539411	2	0	0.0
Formosa sediminum	2594004	species	3934786	1	0	0.0
Ornithinimicrobium sp. H23M54	2594265	species	4092907	3	0	0.0
Chryseobacterium sp. SNU WT5	2594269	species	3040096	1	1	0.0
Streptomyces sp. RLB1-8	2594453	species	11765395	2	1	0.0
Streptomyces sp. RLB1-9	2594454	species	12201201	3	0	0.0
Streptomyces sp. RLB3-17	2594455	species	12022941	2	0	0.0
Streptomyces sp. S1A1-8	2594460	species	12037094	3	0	0.0
Streptomyces sp. S1D4-14	2594461	species	11934498	1	0	0.0
Lachnospiraceae bacterium KGMB03038	2594789	species	3334474	1	1	0.0
Microlunatus sp. KUDC0627	2596828	species	5121194	1	1	0.0
Serratia sp. KUDC3025	2597702	species	5098052	2	0	0.0
Pseudomonas sp. BJP69	2597770	species	5597068	1	0	0.0
Gemmataceae bacterium PX52	2598579	species	9378099	2	0	0.0
Litoreibacter sp. LN3S51	2599296	species	3928515	2	0	0.0
Sphingomonas sp. XS-10	2599297	species	4154291	1	0	0.0
Crassaminicella sp. SY095	2599308	species	3083380	1	1	0.0
Streptomyces qinzhouensis	2599401	species	8146484	1	0	0.0
Bosea sp. F3-2	2599640	species	7043791	3	0	0.0
Bradyrhizobium sp. SG09	2599805	species	8442078	2	1	0.0
Arthrobacter sp. UKPF54-2	2600159	species	3517818	2	0	0.0
Baekduiaceae	2600303	family	0	1	0	0.0
Nesterenkonia sp. NBAIMH1	2600320	species	2691978	2	1	0.0
Tepidiforma bonchosmolovskayae	2601677	species	2746948	2	0	0.0
Noviherbaspirillum sp. UKPF54	2601898	species	4718988	2	2	0.0
Hypericibacter terrae	2602015	species	5894118	2	2	0.0
Hypericibacter adhaerens	2602016	species	5865246	1	0	0.0
Octadecabacter sp. SW4	2602067	species	3541013	1	0	0.0
Ruania sp. HY168	2603206	species	5105677	2	0	0.0
Methylobacterium sp. WL1	2603276	species	6251194	1	1	0.0
Pseudomonas sp. PE08	2604832	species	6056953	2	1	0.0
Microbacterium sp. 1S1	2606451	species	3400248	2	1	0.0
Methanofervidicoccus	2607661	genus	0	1	0	0.0
Methanofervidicoccus sp. A16	2607662	species	1504113	1	0	0.0
Rathayibacter sp. VKM Ac-2759	2609252	species	4162637	4	1	0.0
Rathayibacter sp. VKM Ac-2760	2609253	species	4612414	5	3	0.0
Rathayibacter sp. VKM Ac-2801	2609255	species	3628592	2	1	0.0
Rathayibacter sp. VKM Ac-2805	2609258	species	3597743	2	0	0.0
Pseudomonas sp. KUIN-1	2609418	species	6028589	1	0	0.0
Acinetobacter sp. C16S1	2609668	species	3373643	1	0	0.0
Halomicrobium sp. LC1Hm	2610902	species	3329031	2	1	0.0
Microbacterium sp. ST-M6	2614638	species	3262719	1	0	0.0
Microbacterium sp. L-031	2614639	species	3650161	2	0	0.0
Actinomadura sp. WMMB499	2650775	species	9187113	1	0	0.0
Pelistega sp. NLN63	2652177	species	2326689	1	0	0.0
Deinococcus sp. AJ005	2652443	species	3989530	2	2	0.0
Streptomyces sp. GY16	2653200	species	10175440	1	0	0.0
Amycolatopsis sp. YIM 10	2653857	species	10352908	2	1	0.0
Cellulomonas sp. JZ18	2654191	species	4043325	4	0	0.0
Pseudactinotalea sp. HY158	2654547	species	3652490	4	2	0.0
Nonomuraea sp. WYY166	2656914	species	11273186	4	3	0.0
Vibrio sp. THAF191c	2661921	species	5879168	1	0	0.0
Vibrio sp. THAF191d	2661922	species	5877726	1	0	0.0
Aeromicrobium sp. MF47	2662028	species	3682026	3	1	0.0
Raineyella sp. CBA3103	2662261	species	3649865	2	0	0.0
Nocardioides sp. dk884	2662361	species	4278786	5	1	0.0
Acinetobacter sp. dk386	2662362	species	2767765	1	0	0.0
Streptomyces sp. QMT-28	2662397	species	8880330	2	0	0.0
Fusobacterium pseudoperiodonticum	2663009	species	21472532	8	0	0.0
Iamiaceae bacterium SCSIO 58843	2664374	species	3715454	3	1	0.0
Saccharopolyspora sp. E2A	2665642	species	4832009	2	1	0.0
Microlunatus sp. Gsoil 973	2672569	species	4913910	3	0	0.0
Cohnella candidum	2674991	species	5289049	1	1	0.0
Corynebacterium sp. 2019	2675218	species	2887268	1	0	0.0
Corynebacterium sp. 2039	2675219	species	3218058	1	0	0.0
Novosphingobium sp. Gsoil 351	2675225	species	3818329	1	0	0.0
Haloactinobacterium sp. HY164	2675754	species	5648255	3	0	0.0
Sphingobium sp. CAP-1	2676077	species	4622475	1	0	0.0
Gordonia sp. 135	2676309	species	5204790	1	0	0.0
Streptomyces sp. Tu 2975	2676871	species	7623788	3	2	0.0
Pseudodesulfovibrio sp. SRB007	2678688	species	3909950	1	0	0.0
Leclercia sp. J807	2681307	species	4719331	1	0	0.0
Leclercia sp. 1106151	2681309	species	4850895	1	0	0.0
Prolixibacteraceae bacterium WC007	2681766	species	7811310	1	0	0.0
Streptomyces sp. QHH-9511	2684468	species	7615276	2	1	0.0
Streptomyces sp. T44	2686304	species	9735779	1	0	0.0
